instance_name,parameter_name,parameter_value,seed,n_iterations,xi_min,xi_max,cooling_rate,segment_size,total_cost,rider_cost,drone_cost,delay_cost,self_pickup_cost,drone_served_orders,drone_mode_ratio,on_time_rate,average_delay,max_delay,average_walking_distance,drone_utilization,feasible,cpu_time,incumbent_inherited,initial_incumbent_cost
RDL-n25-01,drone_range,20,6,10000,0.1,0.4,0.997,100,254.424313,243.599429,9.221111,0.0,1.603773,2,0.08,1.0,0.0,0.0,0.400943,0.25,True,24.572051,True,254.42431291582884
RDL-n25-01,drone_range,24,6,10000,0.1,0.4,0.997,100,254.424313,243.599429,9.221111,0.0,1.603773,2,0.08,1.0,0.0,0.0,0.400943,0.25,True,24.55927,True,254.42431291582884
RDL-n25-01,drone_range,30,6,10000,0.1,0.4,0.997,100,254.424313,243.599429,9.221111,0.0,1.603773,2,0.08,1.0,0.0,0.0,0.400943,0.25,True,24.429729,True,254.42431291582884
RDL-n25-01,drone_range,8,7,10000,0.1,0.4,0.997,100,252.014401,226.144885,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.012317,False,
RDL-n25-01,drone_range,12,7,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.810568,True,252.01440059412187
RDL-n25-01,drone_range,16,7,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.158846,True,251.98827191469871
RDL-n25-01,drone_range,20,7,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.208375,True,251.98827191469871
RDL-n25-01,drone_range,24,7,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.319328,True,251.98827191469871
RDL-n25-01,drone_range,30,7,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.198923,True,251.98827191469871
RDL-n25-01,drone_range,8,8,10000,0.1,0.4,0.997,100,252.268833,227.449812,21.203031,0.0,3.61599,4,0.16,1.0,0.0,0.0,0.451999,0.5,True,23.950844,False,
RDL-n25-01,drone_range,12,8,10000,0.1,0.4,0.997,100,252.242704,227.423683,21.203031,0.0,3.61599,4,0.16,1.0,0.0,0.0,0.451999,0.5,True,24.567145,True,252.26883294154712
RDL-n25-01,drone_range,16,8,10000,0.1,0.4,0.997,100,252.242704,227.423683,21.203031,0.0,3.61599,4,0.16,1.0,0.0,0.0,0.451999,0.5,True,25.11656,True,252.24270426212397
RDL-n25-01,drone_range,20,8,10000,0.1,0.4,0.997,100,252.242704,227.423683,21.203031,0.0,3.61599,4,0.16,1.0,0.0,0.0,0.451999,0.5,True,24.885419,True,252.24270426212397
RDL-n25-01,drone_range,24,8,10000,0.1,0.4,0.997,100,252.242704,227.423683,21.203031,0.0,3.61599,4,0.16,1.0,0.0,0.0,0.451999,0.5,True,25.117958,True,252.24270426212397
RDL-n25-01,drone_range,30,8,10000,0.1,0.4,0.997,100,252.242704,227.423683,21.203031,0.0,3.61599,4,0.16,1.0,0.0,0.0,0.451999,0.5,True,25.074238,True,252.24270426212397
RDL-n25-01,drone_range,8,9,10000,0.1,0.4,0.997,100,252.014401,226.144885,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,23.718723,False,
RDL-n25-01,drone_range,12,9,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.080374,True,252.01440059412195
